time_to_compare,time_stamp,agent_id,agent_signature,target_id,target_signature,target_type,target_x,target_y,target_vx,target_vy,target_ax,target_ay,target_radius,target_alpha
0.15004777908325195,0.24440622329711914,0,9917261849233302,4,317315273630448,2,2.821474031161524,2.807470774369022,0.08295795715715103,-0.03275907732501302,1.0950408715670514e-05,1.0950408715670514e-05,0.3,0
0.567570686340332,0.6593337059020996,0,9917261849233302,4,5111539123774197,2,3.080041494270841,2.7325285413606535,0.8882292903968848,0.958127896631565,-5.691194889823595e-06,-5.691194889823595e-06,0.3,0
0.9864935874938965,1.0693104267120361,0,9917261849233302,4,5414045273698882,2,3.5179242502902994,3.2927251814435765,0.9081452926715026,0.8553784565501221,-2.641151666104058e-06,-2.641151666104058e-06,0.3,0
1.400808334350586,1.433652400970459,0,9917261849233302,4,5348192802317856,2,3.985526285075237,3.484393107803979,1.0664054321968104,-0.0894866436064785,4.1183565408600134e-06,4.1183565408600134e-06,0.3,0
1.7168772220611572,1.8164796829223633,0,9917261849233302,4,6903243519264962,2,4.412670387892099,3.4396655284670627,0.921500845486789,-0.1933235433537722,-1.1322944653913759e-05,-1.1322944653913759e-05,0.3,0
2.12916898727417,2.172577381134033,0,9917261849233302,4,9918659639908068,2,5.007656023543305,3.2991247056221242,1.0188185895932453,-0.1598461186534168,-7.832268410625386e-06,-7.832268410625386e-06,0.3,0
2.4389140605926514,2.4839932918548584,0,9917261849233302,4,7393525241576423,2,5.015187447825515,3.210634884636748,1.1277030625868232,0.027840452291198883,1.3751987256327141e-05,1.3751987256327141e-05,0.3,0
2.7498981952667236,2.807837963104248,0,9917261849233302,4,9771313138026450,3,5.177532857392683,3.7784222447953706,0.9397211305387079,-0.05548575371406827,1.6032328859755123e-05,1.6032328859755123e-05,0.3,0
3.0569982528686523,3.1317477226257324,0,9917261849233302,4,7891769931293340,3,5.755299233429536,3.6741797266024516,0.9994267331196892,0.09997435706618452,-1.990087206104676e-07,-1.990087206104676e-07,0.3,0
3.367198944091797,3.4481780529022217,0,9917261849233302,4,5574925585356499,3,5.826566398666503,4.224600570483046,0.9935130232805162,1.1083855841973698,-1.407612972272463e-05,-1.407612972272463e-05,0.3,0
3.679964780807495,3.759204864501953,0,9917261849233302,4,1280526826609228,3,6.320205607835645,3.857457875059349,0.9566671123135816,0.9628272340383419,1.4655173219264993e-05,1.4655173219264993e-05,0.3,0
