time_stamp,agent_id,agent_signature,target_id,target_signature,target_type,target_x,target_y,target_radius
10,1,5578233463413422,1,573776881175731,set_fix,185,95,13
16,1,5578233463413422,1,573776881175731,unknown,185.0,95.0,13
22,1,5578233463413422,1,573776881175731,unknown,185.0,95.0,13
27,1,5578233463413422,1,573776881175731,unknown,185.0,95.0,13
34,1,5578233463413422,1,573776881175731,unknown,185.0,95.0,13
39,1,5578233463413422,1,573776881175731,unknown,185.0,95.0,13
46,1,5578233463413422,1,573776881175731,unknown,185.0,95.0,13
51,1,5578233463413422,1,573776881175731,unknown,185.0,95.0,13
57,1,5578233463413422,1,573776881175731,unknown,185.0,95.0,13
63,1,5578233463413422,1,573776881175731,unknown,185.0,95.0,13
69,1,5578233463413422,1,573776881175731,unknown,185.0,95.0,13
75,1,5578233463413422,1,573776881175731,unknown,185.0,95.0,13
81,1,5578233463413422,1,573776881175731,unknown,185.0,95.0,13
87,1,5578233463413422,1,573776881175731,unknown,185.0,95.0,13
93,1,5578233463413422,1,573776881175731,unknown,185.0,95.0,13
99,1,5578233463413422,1,573776881175731,unknown,185.0,95.0,13
105,1,5578233463413422,1,573776881175731,unknown,185.0,95.0,13
111,1,5578233463413422,1,573776881175731,unknown,185.0,95.0,13
117,1,5578233463413422,1,573776881175731,unknown,185.0,95.0,13
122,1,5578233463413422,1,573776881175731,unknown,185.0,95.0,13
129,1,5578233463413422,1,573776881175731,unknown,185.0,95.0,13
134,1,5578233463413422,1,573776881175731,unknown,185.0,95.0,13
140,1,5578233463413422,1,573776881175731,unknown,185.0,95.0,13
146,1,5578233463413422,1,573776881175731,unknown,185.0,95.0,13
152,1,5578233463413422,1,573776881175731,unknown,185.0,95.0,13
158,1,5578233463413422,1,573776881175731,unknown,185.0,95.0,13
164,1,5578233463413422,1,573776881175731,unknown,185.0,95.0,13
170,1,5578233463413422,1,573776881175731,unknown,185.0,95.0,13
176,1,5578233463413422,1,573776881175731,unknown,185.0,95.0,13
182,1,5578233463413422,1,573776881175731,unknown,185.0,95.0,13
188,1,5578233463413422,1,573776881175731,unknown,185.0,95.0,13
194,1,5578233463413422,1,573776881175731,unknown,185.0,95.0,13
200,1,5578233463413422,1,573776881175731,unknown,185.0,95.0,13
204,1,5578233463413422,1,573776881175731,unknown,185.0,95.0,13
10,1,5578233463413422,4,9926848519068078,unknown,249,267,8
16,1,5578233463413422,4,9926848519068078,unknown,244.38984311208742,269.8813979442462,8
22,1,5578233463413422,4,9926848519068078,unknown,238.7364532210802,273.00781564649475,8
27,1,5578233463413422,4,9926848519068078,unknown,232.13570076825084,274.85352637035993,8
34,1,5578233463413422,4,9926848519068078,unknown,224.86952939027418,276.7998805762763,8
39,1,5578233463413422,4,9926848519068078,unknown,217.94506603797123,276.8899461539681,8
46,1,5578233463413422,4,9926848519068078,unknown,210.87651501747445,277.2679433021884,8
51,1,5578233463413422,4,9926848519068078,unknown,204.95794607888436,275.85103200819196,8
57,1,5578233463413422,4,9926848519068078,unknown,199.37685406262653,275.9423814542484,8
63,1,5578233463413422,4,9926848519068078,unknown,192.31794402397418,276.31974826666743,8
69,1,5578233463413422,4,9926848519068078,unknown,188,275,8
75,1,5578233463413422,4,9926848519068078,unknown,183.38979948419683,272.6948118399781,8
81,1,5578233463413422,4,9926848519068078,unknown,178.2790911634101,275.29464496330496,8
87,1,5578233463413422,4,9926848519068078,unknown,171.482146605146,276.50358392191526,8
93,1,5578233463413422,4,9926848519068078,unknown,165.60864552771113,276.13896335324006,8
99,1,5578233463413422,4,9926848519068078,unknown,159.0546916731427,275.8444060337634,8
105,1,5578233463413422,4,9926848519068078,unknown,152.18911310543416,275.62968937843704,8
111,1,5578233463413422,4,9926848519068078,unknown,146.38070917403914,275.4761232186747,8
117,1,5578233463413422,4,9926848519068078,unknown,140.12542980631443,275.36519866608245,8
123,1,5578233463413422,4,9926848519068078,unknown,132,275,8
129,1,5578233463413422,4,9926848519068078,unknown,129.1186271013947,273.8474010724457,8
134,1,5578233463413422,4,9926848519068078,unknown,123.82169196645822,274.33328846700545,8
140,1,5578233463413422,4,9926848519068078,unknown,118.44641555924039,274.6928137688966,8
147,1,5578233463413422,4,9926848519068078,unknown,111.87826391976262,275.9391406021073,8
152,1,5578233463413422,4,9926848519068078,unknown,105.79444739801345,275.2645963495425,8
158,1,5578233463413422,4,9926848519068078,unknown,98.77398733414205,275.24662444714016,8
164,1,5578233463413422,4,9926848519068078,unknown,92.84973173838985,275.22625633226727,8
170,1,5578233463413422,4,9926848519068078,unknown,86.50783215994119,275.57300985467117,8
10,1,5578233463413422,2,6145312434044823,set_fix,105,225,17
16,1,5578233463413422,2,6145312434044823,unknown,105.0,225.0,17
22,1,5578233463413422,2,6145312434044823,unknown,105.0,225.0,17
27,1,5578233463413422,2,6145312434044823,unknown,105.0,225.0,17
34,1,5578233463413422,2,6145312434044823,unknown,105.0,225.0,17
39,1,5578233463413422,2,6145312434044823,unknown,105.0,225.0,17
46,1,5578233463413422,2,6145312434044823,unknown,105.0,225.0,17
51,1,5578233463413422,2,6145312434044823,unknown,105.0,225.0,17
57,1,5578233463413422,2,6145312434044823,unknown,105.0,225.0,17
63,1,5578233463413422,2,6145312434044823,unknown,105.0,225.0,17
69,1,5578233463413422,2,6145312434044823,unknown,105.0,225.0,17
75,1,5578233463413422,2,6145312434044823,unknown,105.0,225.0,17
