time_stamp,agent_id,agent_signature,target_id,target_signature,target_type,target_x,target_y,target_radius
81,1,5578233463413422,2,6145312434044823,unknown,105.0,225.0,17
87,1,5578233463413422,2,6145312434044823,unknown,105.0,225.0,17
93,1,5578233463413422,2,6145312434044823,unknown,105.0,225.0,17
99,1,5578233463413422,2,6145312434044823,unknown,105.0,225.0,17
105,1,5578233463413422,2,6145312434044823,unknown,105.0,225.0,17
111,1,5578233463413422,2,6145312434044823,unknown,105.0,225.0,17
117,1,5578233463413422,2,6145312434044823,unknown,105.0,225.0,17
122,1,5578233463413422,2,6145312434044823,unknown,105.0,225.0,17
129,1,5578233463413422,2,6145312434044823,unknown,105.0,225.0,17
134,1,5578233463413422,2,6145312434044823,unknown,105.0,225.0,17
140,1,5578233463413422,2,6145312434044823,unknown,105.0,225.0,17
146,1,5578233463413422,2,6145312434044823,unknown,105.0,225.0,17
152,1,5578233463413422,2,6145312434044823,unknown,105.0,225.0,17
158,1,5578233463413422,2,6145312434044823,unknown,105.0,225.0,17
164,1,5578233463413422,2,6145312434044823,unknown,105.0,225.0,17
170,1,5578233463413422,2,6145312434044823,unknown,105.0,225.0,17
176,1,5578233463413422,2,6145312434044823,unknown,105.0,225.0,17
182,1,5578233463413422,2,6145312434044823,unknown,105.0,225.0,17
188,1,5578233463413422,2,6145312434044823,unknown,105.0,225.0,17
194,1,5578233463413422,2,6145312434044823,unknown,105.0,225.0,17
200,1,5578233463413422,2,6145312434044823,unknown,105.0,225.0,17
204,1,5578233463413422,2,6145312434044823,unknown,105.0,225.0,17
10,1,5578233463413422,3,8885763233324365,unknown,35,155,10
16,1,5578233463413422,3,8885763233324365,unknown,35.000033932803795,159.03401141443072,10
22,1,5578233463413422,3,8885763233324365,unknown,34.45740340486679,162.21718447617093,10
27,1,5578233463413422,3,8885763233324365,unknown,34.65360630810453,165.12511626511034,10
34,1,5578233463413422,3,8885763233324365,unknown,34.28692590470081,166.15641968233604,10
39,1,5578233463413422,3,8885763233324365,unknown,34.06836348061407,166.11828922761768,10
46,1,5578233463413422,3,8885763233324365,unknown,33.94100891496233,166.4108927043355,10
51,1,5578233463413422,3,8885763233324365,unknown,33.86668909319438,166.93063031064793,10
57,1,5578233463413422,3,8885763233324365,unknown,33.45726044926995,167.23360824945112,10
63,1,5578233463413422,3,8885763233324365,unknown,34.52587986345608,167.06997956656912,10
69,1,5578233463413422,3,8885763233324365,unknown,34.05245806472201,166.92109099645356,10
75,1,5578233463413422,3,8885763233324365,unknown,33.99233746054116,166.2054456679285,10
81,1,5578233463413422,3,8885763233324365,unknown,34.49222419824131,165.9183734896432,10
87,1,5578233463413422,3,8885763233324365,unknown,34.62521051871204,166.19565548858978,10
93,1,5578233463413422,3,8885763233324365,unknown,34.48865147495657,165.68166514354658,10
99,1,5578233463413422,3,8885763233324365,unknown,35.05880421623007,165.03606672833038,10
105,1,5578233463413422,3,8885763233324365,unknown,36.16513376562411,165.3724000931179,10
111,1,5578233463413422,3,8885763233324365,unknown,36.252711354104164,165.4370202131447,10
117,1,5578233463413422,3,8885763233324365,unknown,35.739150135054885,165.4846073469107,10
122,1,5578233463413422,3,8885763233324365,unknown,35.678421091395464,165.70858888479577,10
129,1,5578233463413422,3,8885763233324365,unknown,35.62390457463913,165.5349670249545,10
134,1,5578233463413422,3,8885763233324365,unknown,35.748045537513896,165.90115365473628,10
140,1,5578233463413422,3,8885763233324365,unknown,36.014045760235874,165.881081638165,10
146,1,5578233463413422,3,8885763233324365,unknown,35.92805913260502,165.85809536838897,10
152,1,5578233463413422,3,8885763233324365,unknown,35.704468783165765,166.29705656933018,10
158,1,5578233463413422,3,8885763233324365,unknown,35.6498697194393,166.2297395071358,10
164,1,5578233463413422,3,8885763233324365,unknown,35.17915584029192,166.1621771427863,10
170,1,5578233463413422,3,8885763233324365,unknown,35.171010189579896,166.10354267479826,10
176,1,5578233463413422,3,8885763233324365,unknown,35.155507884132426,165.49966409681616,10
182,1,5578233463413422,3,8885763233324365,unknown,35.14439505943763,165.22534846582903,10
189,1,5578233463413422,3,8885763233324365,unknown,35.25715001586195,164.97994321809503,10
194,1,5578233463413422,3,8885763233324365,unknown,35.36223995242664,165.01304480961736,10
200,1,5578233463413422,3,8885763233324365,unknown,35.450804420360456,164.79239222217046,10
204,1,5578233463413422,3,8885763233324365,unknown,35.30879024777719,164.83038773002664,10
117,1,5578233463413422,0,3911567026615115,unknown,57,142,7
122,1,5578233463413422,0,3911567026615115,unknown,57.00002423771699,144.88143672459339,7
129,1,5578233463413422,0,3911567026615115,unknown,60.798557549746796,151.26392568261852,7
134,1,5578233463413422,0,3911567026615115,unknown,64.81796226291283,156.2467789716142,7
140,1,5578233463413422,0,3911567026615115,unknown,71.20020023916408,163.54849355083678,7
170,1,5578233463413422,0,3911567026615115,unknown,90.09227796922242,180.5191609628571,7
176,1,5578233463413422,0,3911567026615115,unknown,103.4685538064359,193.48500228756959,7
182,1,5578233463413422,0,3911567026615115,unknown,114.59561403187642,203.5282874677105,7
188,1,5578233463413422,0,3911567026615115,unknown,122.11196025822524,211.39988063787303,7
194,1,5578233463413422,0,3911567026615115,unknown,129.7231454295881,215.20961614422964,7
200,1,5578233463413422,0,3911567026615115,unknown,133,206,7
204,1,5578233463413422,0,3911567026615115,unknown,136.4576116065052,203.118592360667,7
