time_stamp,agent_id,agent_signature,target_id,target_signature,target_type,target_x,target_y,target_radius
10,0,4732758373659836,0,3911567026615115,unknown,45,32,7
16,0,4732758373659836,0,3911567026615115,unknown,50.186492546680476,36.610342387239996,7
22,0,4732758373659836,0,3911567026615115,unknown,54.51172244307916,42.263881011814235,7
28,0,4732758373659836,0,3911567026615115,unknown,62.4037501359752,50.48273854848877,7
34,0,4732758373659836,0,3911567026615115,unknown,67.9480212732224,58.22673757740799,7
39,0,4732758373659836,0,3911567026615115,unknown,74.75359715203341,64.44349735609312,7
45,0,4732758373659836,0,3911567026615115,unknown,81.33697140509236,71.0331572193125,7
51,0,4732758373659836,0,3911567026615115,unknown,86.15782141427502,75.43157179448166,7
57,0,4732758373659836,0,3911567026615115,unknown,91.74392048972992,82.54469727320658,7
63,0,4732758373659836,0,3911567026615115,unknown,95.4502235383924,88.65948562743175,7
69,0,4732758373659836,0,3911567026615115,unknown,86,91,7
75,0,4732758373659836,0,3911567026615115,unknown,82.5424174787552,97.33913170884503,7
81,0,4732758373659836,0,3911567026615115,unknown,79.11635361153122,103.89172134076301,7
87,0,4732758373659836,0,3911567026615115,unknown,73.87149552839028,110.44308033272952,7
93,0,4732758373659836,0,3911567026615115,unknown,66.27828989225307,116.5740097857711,7
98,0,4732758373659836,0,3911567026615115,unknown,59.52970451672425,122.77177000247505,7
104,0,4732758373659836,0,3911567026615115,unknown,54.26824229038958,128.95379370992848,7
110,0,4732758373659836,0,3911567026615115,unknown,50.695002251204606,135.50288178027674,7
116,0,4732758373659836,0,3911567026615115,unknown,49.59256210438144,141.52768161309712,7
122,0,4732758373659836,0,3911567026615115,unknown,58,148,7
127,0,4732758373659836,0,3911567026615115,unknown,59.72884215982809,150.88145126722358,7
133,0,4732758373659836,0,3911567026615115,unknown,63.883813499733705,156.17860313864725,7
139,0,4732758373659836,0,3911567026615115,unknown,70.20728019179572,162.09331492503335,7
145,0,4732758373659836,0,3911567026615115,unknown,76.9219235634648,168.47887564633197,7
151,0,4732758373659836,0,3911567026615115,unknown,83.57558382770611,174.90948033892906,7
156,0,4732758373659836,0,3911567026615115,unknown,87.90688353091811,180.83676666056425,7
162,0,4732758373659836,0,3911567026615115,unknown,94.46253175455813,187.2372853357066,7
168,0,4732758373659836,0,3911567026615115,unknown,100.88647180359993,193.54120558590998,7
173,0,4732758373659836,0,3911567026615115,unknown,108,202,7
179,0,4732758373659836,0,3911567026615115,unknown,111.45765523439579,204.3051784649351,7
185,0,4732758373659836,0,3911567026615115,unknown,117.59692342655539,204.4186853236601,7
191,0,4732758373659836,0,3911567026615115,unknown,124.0178860978498,204.9250965166422,7
197,0,4732758373659836,0,3911567026615115,unknown,130.14784888220245,205.18268467980533,7
202,0,4732758373659836,0,3911567026615115,unknown,135.43379337286024,205.3013812580882,7
204,0,4732758373659836,0,3911567026615115,unknown,136.71008603147402,205.78624173118124,7
10,0,4732758373659836,1,573776881175731,set_fix,185,95,13
16,0,4732758373659836,1,573776881175731,unknown,185.0,95.0,13
22,0,4732758373659836,1,573776881175731,unknown,185.0,95.0,13
28,0,4732758373659836,1,573776881175731,unknown,185.0,95.0,13
34,0,4732758373659836,1,573776881175731,unknown,185.0,95.0,13
39,0,4732758373659836,1,573776881175731,unknown,185.0,95.0,13
45,0,4732758373659836,1,573776881175731,unknown,185.0,95.0,13
51,0,4732758373659836,1,573776881175731,unknown,185.0,95.0,13
57,0,4732758373659836,1,573776881175731,unknown,185.0,95.0,13
63,0,4732758373659836,1,573776881175731,unknown,185.0,95.0,13
69,0,4732758373659836,1,573776881175731,unknown,185.0,95.0,13
75,0,4732758373659836,1,573776881175731,unknown,185.0,95.0,13
81,0,4732758373659836,1,573776881175731,unknown,185.0,95.0,13
87,0,4732758373659836,1,573776881175731,unknown,185.0,95.0,13
93,0,4732758373659836,1,573776881175731,unknown,185.0,95.0,13
98,0,4732758373659836,1,573776881175731,unknown,185.0,95.0,13
104,0,4732758373659836,1,573776881175731,unknown,185.0,95.0,13
110,0,4732758373659836,1,573776881175731,unknown,185.0,95.0,13
116,0,4732758373659836,1,573776881175731,unknown,185.0,95.0,13
122,0,4732758373659836,1,573776881175731,unknown,185.0,95.0,13
127,0,4732758373659836,1,573776881175731,unknown,185.0,95.0,13
133,0,4732758373659836,1,573776881175731,unknown,185.0,95.0,13
139,0,4732758373659836,1,573776881175731,unknown,185.0,95.0,13
145,0,4732758373659836,1,573776881175731,unknown,185.0,95.0,13
151,0,4732758373659836,1,573776881175731,unknown,185.0,95.0,13
156,0,4732758373659836,1,573776881175731,unknown,185.0,95.0,13
162,0,4732758373659836,1,573776881175731,unknown,185.0,95.0,13
168,0,4732758373659836,1,573776881175731,unknown,185.0,95.0,13
173,0,4732758373659836,1,573776881175731,unknown,185.0,95.0,13
179,0,4732758373659836,1,573776881175731,unknown,185.0,95.0,13
185,0,4732758373659836,1,573776881175731,unknown,185.0,95.0,13
191,0,4732758373659836,1,573776881175731,unknown,185.0,95.0,13
197,0,4732758373659836,1,573776881175731,unknown,185.0,95.0,13
202,0,4732758373659836,1,573776881175731,unknown,185.0,95.0,13
204,0,4732758373659836,1,573776881175731,unknown,185.0,95.0,13
10,0,4732758373659836,2,6145312434044823,set_fix,105,225,17
16,0,4732758373659836,2,6145312434044823,unknown,105.0,225.0,17
22,0,4732758373659836,2,6145312434044823,unknown,105.0,225.0,17
28,0,4732758373659836,2,6145312434044823,unknown,105.0,225.0,17
34,0,4732758373659836,2,6145312434044823,unknown,105.0,225.0,17
39,0,4732758373659836,2,6145312434044823,unknown,105.0,225.0,17
45,0,4732758373659836,2,6145312434044823,unknown,105.0,225.0,17
51,0,4732758373659836,2,6145312434044823,unknown,105.0,225.0,17
