time_to_compare,time_stamp,agent_id,agent_signature,target_id,target_signature,target_type,target_x,target_y,target_vx,target_vy,target_ax,target_ay,target_radius
0,0.539386510848999,0,3787348827911303,0,3552865563688628,0.0,4.1,3.8,0.0,0.0,0,0.0,0.5
0,0.7107110023498535,0,3787348827911303,0,3552865563688628,0.0,4.1,3.8,0.0,0.0,0,0.0,0.5
0,0.8874897956848145,0,3787348827911303,0,3552865563688628,0.0,4.1,3.8,0.0,0.0,0,0.0,0.5
1.0049526691436768,1.077751874923706,0,3787348827911303,0,3552865563688628,0.0,4.1,3.8,0.0,0.0,0,0.0,0.5
1.2066419124603271,1.2901806831359863,0,3787348827911303,0,3552865563688628,0.0,4.1,3.8,0.0,0.0,0,0.0,0.5
1.4084763526916504,1.461118221282959,0,3787348827911303,0,3552865563688628,0.0,4.1,3.8,0.0,0.0,0,0.0,0.5
1.6097323894500732,1.6376831531524658,0,3787348827911303,0,3552865563688628,0.0,4.1,3.8,0.0,0.0,0,0.0,0.5
1.7104682922363281,1.8065626621246338,0,3787348827911303,0,3552865563688628,0.0,4.1,3.8,0.0,0.0,0,0.0,0.5
1.9127559661865234,1.9745900630950928,0,3787348827911303,0,3552865563688628,0.0,4.1,3.8,0.0,0.0,0,0.0,0.5
2.1150312423706055,2.1429903507232666,0,3787348827911303,0,3552865563688628,0.0,4.1,3.8,0.0,0.0,0,0.0,0.5
2.316484212875366,2.333223581314087,0,3787348827911303,0,3552865563688628,0.0,4.1,3.8,0.0,0.0,0,0.0,0.5
2.517578363418579,2.522569179534912,0,3787348827911303,0,3552865563688628,0.0,4.1,3.8,0.0,0.0,0,0.0,0.5
2.6183083057403564,2.7030951976776123,0,3787348827911303,0,3552865563688628,0.0,4.1,3.8,0.0,0.0,0,0.0,0.5
2.820258378982544,2.8761813640594482,0,3787348827911303,0,3552865563688628,0.0,4.1,3.8,0.0,0.0,0,0.0,0.5
3.3260838985443115,3.419609308242798,0,3787348827911303,0,3552865563688628,0.0,4.1,3.8,0.0,0.0,0,0.0,0.5
3.5275559425354004,3.6071085929870605,0,3787348827911303,0,3552865563688628,0.0,4.1,3.8,0.0,0.0,0,0.0,0.5
3.729369640350342,3.7792484760284424,0,3787348827911303,0,3552865563688628,0.0,4.1,3.8,0.0,0.0,0,0.0,0.5
3.9321184158325195,3.9530622959136963,0,3787348827911303,0,3552865563688628,0.0,4.1,3.8,0.0,0.0,0,0.0,0.5
4.032845973968506,4.121522903442383,0,3787348827911303,0,3552865563688628,0.0,4.1,3.8,0.0,0.0,0,0.0,0.5
4.234697580337524,4.3015296459198,0,3787348827911303,0,3552865563688628,0.0,4.1,3.8,0.0,0.0,0,0.0,0.5
4.436630964279175,4.479690313339233,0,3787348827911303,0,3552865563688628,0.0,4.1,3.8,0.0,0.0,0,0.0,0.5
4.639171600341797,4.661114692687988,0,3787348827911303,0,3552865563688628,0.0,4.1,3.8,0.0,0.0,0,0.0,0.5
4.740679740905762,4.832076787948608,0,3787348827911303,0,3552865563688628,0.0,4.1,3.8,0.0,0.0,0,0.0,0.5
4.941960573196411,5.008587121963501,0,3787348827911303,0,3552865563688628,0.0,4.1,3.8,0.0,0.0,0,0.0,0.5
5.143986940383911,5.178136348724365,0,3787348827911303,0,3552865563688628,0.0,4.1,3.8,0.0,0.0,0,0.0,0.5
5.345957517623901,5.35597038269043,0,3787348827911303,0,3552865563688628,0.0,4.1,3.8,0.0,0.0,0,0.0,0.5
5.44668984413147,5.529467582702637,0,3787348827911303,0,3552865563688628,0.0,4.1,3.8,0.0,0.0,0,0.0,0.5
5.648716688156128,5.715746164321899,0,3787348827911303,0,3552865563688628,0.0,4.1,3.8,0.0,0.0,0,0.0,0.5
5.850178956985474,5.895064115524292,0,3787348827911303,0,3552865563688628,0.0,4.1,3.8,0.0,0.0,0,0.0,0.5
6.054668188095093,6.065820693969727,0,3787348827911303,0,3552865563688628,0.0,4.1,3.8,0.0,0.0,0,0.0,0.5
6.155646324157715,6.236706972122192,0,3787348827911303,0,3552865563688628,0.0,4.1,3.8,0.0,0.0,0,0.0,0.5
6.358213663101196,6.435771226882935,0,3787348827911303,0,3552865563688628,0.0,4.1,3.8,0.0,0.0,0,0.0,0.5
6.559439182281494,6.618344068527222,0,3787348827911303,0,3552865563688628,0.0,4.1,3.8,0.0,0.0,0,0.0,0.5
6.761210918426514,6.825376987457275,0,3787348827911303,0,3552865563688628,0.0,4.1,3.8,0.0,0.0,0,0.0,0.5
6.963706731796265,6.997746706008911,0,3787348827911303,0,3552865563688628,0.0,4.1,3.8,0.0,0.0,0,0.0,0.5
7.165537595748901,7.1820759773254395,0,3787348827911303,0,3552865563688628,0.0,4.1,3.8,0.0,0.0,0,0.0,0.5
7.26637077331543,7.365398645401001,0,3787348827911303,0,3552865563688628,0.0,4.1,3.8,0.0,0.0,0,0.0,0.5
7.469075679779053,7.545896530151367,0,3787348827911303,0,3552865563688628,0.0,4.1,3.8,0.0,0.0,0,0.0,0.5
7.67036771774292,7.7340569496154785,0,3787348827911303,0,3552865563688628,0.0,4.1,3.8,0.0,0.0,0,0.0,0.5
7.871617794036865,7.906991004943848,0,3787348827911303,0,3552865563688628,0.0,4.1,3.8,0.0,0.0,0,0.0,0.5
8.073845386505127,8.103756666183472,0,3787348827911303,0,3552865563688628,0.0,4.1,3.8,0.0,0.0,0,0.0,0.5
8.276187896728516,8.287931442260742,0,3787348827911303,0,3552865563688628,0.0,4.1,3.8,0.0,0.0,0,0.0,0.5
8.377686023712158,8.473429918289185,0,3787348827911303,0,3552865563688628,0.0,4.1,3.8,0.0,0.0,0,0.0,0.5
8.579771995544434,8.6455979347229,0,3787348827911303,0,3552865563688628,0.0,4.1,3.8,0.0,0.0,0,0.0,0.5
8.781512022018433,8.828385353088379,0,3787348827911303,0,3552865563688628,0.0,4.1,3.8,0.0,0.0,0,0.0,0.5
8.983195066452026,9.010937213897705,0,3787348827911303,0,3552865563688628,0.0,4.1,3.8,0.0,0.0,0,0.0,0.5
9.185458660125732,9.2053804397583,0,3787348827911303,0,3552865563688628,0.0,4.1,3.8,0.0,0.0,0,0.0,0.5
9.387322187423706,9.390117883682251,0,3787348827911303,0,3552865563688628,0.0,4.1,3.8,0.0,0.0,0,0.0,0.5
9.488323450088501,9.562935590744019,0,3787348827911303,0,3552865563688628,0.0,4.1,3.8,0.0,0.0,0,0.0,0.5
9.690240144729614,9.73540449142456,0,3787348827911303,0,3552865563688628,0.0,4.1,3.8,0.0,0.0,0,0.0,0.5
9.892150640487671,9.916199684143066,0,3787348827911303,0,3552865563688628,0.0,4.1,3.8,0.0,0.0,0,0.0,0.5
9.993542432785034,10.093280553817749,0,3787348827911303,0,3552865563688628,0.0,4.1,3.8,0.0,0.0,0,0.0,0.5
10.195333480834961,10.276837587356567,0,3787348827911303,0,3552865563688628,0.0,4.1,3.8,0.0,0.0,0,0.0,0.5
10.39818525314331,10.45298171043396,0,3787348827911303,0,3552865563688628,0.0,4.1,3.8,0.0,0.0,0,0.0,0.5
10.599700927734375,10.629612684249878,0,3787348827911303,0,3552865563688628,0.0,4.1,3.8,0.0,0.0,0,0.0,0.5
10.800933361053467,10.80717134475708,0,3787348827911303,0,3552865563688628,0.0,4.1,3.8,0.0,0.0,0,0.0,0.5
10.90168309211731,10.998417615890503,0,3787348827911303,0,3552865563688628,0.0,4.1,3.8,0.0,0.0,0,0.0,0.5
11.104434490203857,11.183223247528076,0,3787348827911303,0,3552865563688628,0.0,4.1,3.8,0.0,0.0,0,0.0,0.5
11.306915521621704,11.378657579421997,0,3787348827911303,0,3552865563688628,0.0,4.1,3.8,0.0,0.0,0,0.0,0.5
11.510061502456665,11.548178434371948,0,3787348827911303,0,3552865563688628,0.0,4.1,3.8,0.0,0.0,0,0.0,0.5
11.713372468948364,11.722350358963013,0,3787348827911303,0,3552865563688628,0.0,4.1,3.8,0.0,0.0,0,0.0,0.5
