time_stamp,agent_id,agent_signature,target_id,target_signature,target_type,target_x,target_y,target_radius
109,0,6399426427924154,0,8020496568016839,moving,54,136,7
112,0,6399426427924154,0,8020496568016839,moving,54,138,7
115,0,6399426427924154,0,8020496568016839,moving,55,138,7
119,0,6399426427924154,0,8020496568016839,moving,53,143,7
122,0,6399426427924154,0,8020496568016839,moving,57,146,7
126,0,6399426427924154,0,8020496568016839,moving,60,151,7
129,0,6399426427924154,0,8020496568016839,moving,64,154,7
132,0,6399426427924154,0,8020496568016839,moving,68,158,7
135,0,6399426427924154,0,8020496568016839,moving,71,158,7
138,0,6399426427924154,0,8020496568016839,moving,73,166,7
141,0,6399426427924154,0,8020496568016839,moving,76,168,7
144,0,6399426427924154,0,8020496568016839,moving,80,171,7
147,0,6399426427924154,0,8020496568016839,moving,82,171,7
150,0,6399426427924154,0,8020496568016839,moving,85,176,7
153,0,6399426427924154,0,8020496568016839,moving,88,183,7
157,0,6399426427924154,0,8020496568016839,moving,92,183,7
160,0,6399426427924154,0,8020496568016839,moving,92,183,7
163,0,6399426427924154,0,8020496568016839,moving,95,190,7
166,0,6399426427924154,0,8020496568016839,moving,100,193,7
170,0,6399426427924154,0,8020496568016839,moving,104,195,7
173,0,6399426427924154,0,8020496568016839,moving,108,199,7
177,0,6399426427924154,0,8020496568016839,moving,112,203,7
180,0,6399426427924154,0,8020496568016839,moving,116,204,7
183,0,6399426427924154,0,8020496568016839,moving,117,205,7
187,0,6399426427924154,0,8020496568016839,moving,122,206,7
190,0,6399426427924154,0,8020496568016839,moving,127,207,7
193,0,6399426427924154,0,8020496568016839,moving,128,205,7
196,0,6399426427924154,0,8020496568016839,moving,129,205,7
199,0,6399426427924154,0,8020496568016839,moving,134,206,7
202,0,6399426427924154,0,8020496568016839,moving,138,205,7
205,0,6399426427924154,0,8020496568016839,moving,142,205,7
208,0,6399426427924154,0,8020496568016839,moving,144,204,7
211,0,6399426427924154,0,8020496568016839,moving,146,205,7
215,0,6399426427924154,0,8020496568016839,moving,150,203,7
218,0,6399426427924154,0,8020496568016839,moving,153,203,7
221,0,6399426427924154,0,8020496568016839,moving,158,205,7
224,0,6399426427924154,0,8020496568016839,moving,158,204,7
227,0,6399426427924154,0,8020496568016839,moving,164,205,7
230,0,6399426427924154,0,8020496568016839,moving,164,206,7
233,0,6399426427924154,0,8020496568016839,moving,168,205,7
236,0,6399426427924154,0,8020496568016839,moving,171,207,7
239,0,6399426427924154,0,8020496568016839,moving,174,206,7
243,0,6399426427924154,0,8020496568016839,moving,176,204,7
246,0,6399426427924154,0,8020496568016839,moving,180,204,7
249,0,6399426427924154,0,8020496568016839,moving,184,207,7
252,0,6399426427924154,0,8020496568016839,moving,188,204,7
255,0,6399426427924154,0,8020496568016839,moving,190,203,7
258,0,6399426427924154,0,8020496568016839,moving,192,204,7
261,0,6399426427924154,0,8020496568016839,moving,194,203,7
264,0,6399426427924154,0,8020496568016839,moving,201,205,7
267,0,6399426427924154,0,8020496568016839,moving,202,203,7
271,0,6399426427924154,0,8020496568016839,moving,205,208,7
274,0,6399426427924154,0,8020496568016839,moving,208,205,7
277,0,6399426427924154,0,8020496568016839,moving,212,205,7
280,0,6399426427924154,0,8020496568016839,moving,216,205,7
283,0,6399426427924154,0,8020496568016839,moving,218,206,7
287,0,6399426427924154,0,8020496568016839,moving,219,206,7
290,0,6399426427924154,0,8020496568016839,moving,222,205,7
293,0,6399426427924154,0,8020496568016839,moving,228,209,7
296,0,6399426427924154,0,8020496568016839,moving,234,202,7
300,0,6399426427924154,0,8020496568016839,moving,233,207,7
303,0,6399426427924154,0,8020496568016839,moving,235,203,7
306,0,6399426427924154,0,8020496568016839,moving,236,199,7
310,0,6399426427924154,0,8020496568016839,moving,238,197,7
313,0,6399426427924154,0,8020496568016839,moving,231,193,7
316,0,6399426427924154,0,8020496568016839,moving,236,191,7
320,0,6399426427924154,0,8020496568016839,moving,232,184,7
323,0,6399426427924154,0,8020496568016839,moving,233,183,7
326,0,6399426427924154,0,8020496568016839,moving,233,180,7
330,0,6399426427924154,0,8020496568016839,moving,235,178,7
333,0,6399426427924154,0,8020496568016839,moving,234,172,7
336,0,6399426427924154,0,8020496568016839,moving,234,170,7
340,0,6399426427924154,0,8020496568016839,moving,236,166,7
343,0,6399426427924154,0,8020496568016839,moving,233,164,7
348,0,6399426427924154,0,8020496568016839,moving,237,158,7
351,0,6399426427924154,0,8020496568016839,moving,233,155,7
354,0,6399426427924154,0,8020496568016839,moving,234,152,7
358,0,6399426427924154,0,8020496568016839,moving,234,149,7
362,0,6399426427924154,0,8020496568016839,moving,239,144,7
365,0,6399426427924154,0,8020496568016839,moving,233,137,7
368,0,6399426427924154,0,8020496568016839,moving,231,135,7
372,0,6399426427924154,0,8020496568016839,moving,221,133,7
375,0,6399426427924154,0,8020496568016839,moving,222,131,7
379,0,6399426427924154,0,8020496568016839,moving,218,127,7
406,0,6399426427924154,0,8020496568016839,moving,215,96,7
410,0,6399426427924154,0,8020496568016839,moving,215,95,7
414,0,6399426427924154,0,8020496568016839,moving,213,92,7
417,0,6399426427924154,0,8020496568016839,moving,215,88,7
420,0,6399426427924154,0,8020496568016839,moving,214,89,7
424,0,6399426427924154,0,8020496568016839,moving,216,82,7
427,0,6399426427924154,0,8020496568016839,moving,214,79,7
431,0,6399426427924154,0,8020496568016839,moving,215,77,7
435,0,6399426427924154,0,8020496568016839,moving,217,69,7
439,0,6399426427924154,0,8020496568016839,moving,214,64,7
443,0,6399426427924154,0,8020496568016839,moving,215,63,7
447,0,6399426427924154,0,8020496568016839,moving,215,59,7
450,0,6399426427924154,0,8020496568016839,moving,215,55,7
4,0,6399426427924154,1,1453333772598968,set_fix,185,95,13
7,0,6399426427924154,1,1453333772598968,set_fix,185,95,13
9,0,6399426427924154,1,1453333772598968,set_fix,185,95,13
13,0,6399426427924154,1,1453333772598968,set_fix,185,95,13
16,0,6399426427924154,1,1453333772598968,set_fix,185,95,13
19,0,6399426427924154,1,1453333772598968,set_fix,185,95,13
23,0,6399426427924154,1,1453333772598968,set_fix,185,95,13
26,0,6399426427924154,1,1453333772598968,set_fix,185,95,13
29,0,6399426427924154,1,1453333772598968,set_fix,185,95,13
32,0,6399426427924154,1,1453333772598968,set_fix,185,95,13
35,0,6399426427924154,1,1453333772598968,set_fix,185,95,13
39,0,6399426427924154,1,1453333772598968,set_fix,185,95,13
42,0,6399426427924154,1,1453333772598968,set_fix,185,95,13
45,0,6399426427924154,1,1453333772598968,set_fix,185,95,13
49,0,6399426427924154,1,1453333772598968,set_fix,185,95,13
52,0,6399426427924154,1,1453333772598968,set_fix,185,95,13
55,0,6399426427924154,1,1453333772598968,set_fix,185,95,13
58,0,6399426427924154,1,1453333772598968,set_fix,185,95,13
61,0,6399426427924154,1,1453333772598968,set_fix,185,95,13
64,0,6399426427924154,1,1453333772598968,set_fix,185,95,13
67,0,6399426427924154,1,1453333772598968,set_fix,185,95,13
70,0,6399426427924154,1,1453333772598968,set_fix,185,95,13
73,0,6399426427924154,1,1453333772598968,set_fix,185,95,13
77,0,6399426427924154,1,1453333772598968,set_fix,185,95,13
80,0,6399426427924154,1,1453333772598968,set_fix,185,95,13
83,0,6399426427924154,1,1453333772598968,set_fix,185,95,13
87,0,6399426427924154,1,1453333772598968,set_fix,185,95,13
90,0,6399426427924154,1,1453333772598968,set_fix,185,95,13
93,0,6399426427924154,1,1453333772598968,set_fix,185,95,13
96,0,6399426427924154,1,1453333772598968,set_fix,185,95,13
99,0,6399426427924154,1,1453333772598968,set_fix,185,95,13
102,0,6399426427924154,1,1453333772598968,set_fix,185,95,13
105,0,6399426427924154,1,1453333772598968,set_fix,185,95,13
109,0,6399426427924154,1,1453333772598968,set_fix,185,95,13
112,0,6399426427924154,1,1453333772598968,set_fix,185,95,13
115,0,6399426427924154,1,1453333772598968,set_fix,185,95,13
119,0,6399426427924154,1,1453333772598968,set_fix,185,95,13
122,0,6399426427924154,1,1453333772598968,set_fix,185,95,13
126,0,6399426427924154,1,1453333772598968,set_fix,185,95,13
129,0,6399426427924154,1,1453333772598968,set_fix,185,95,13
132,0,6399426427924154,1,1453333772598968,set_fix,185,95,13
135,0,6399426427924154,1,1453333772598968,set_fix,185,95,13
138,0,6399426427924154,1,1453333772598968,set_fix,185,95,13
141,0,6399426427924154,1,1453333772598968,set_fix,185,95,13
144,0,6399426427924154,1,1453333772598968,set_fix,185,95,13
147,0,6399426427924154,1,1453333772598968,set_fix,185,95,13
150,0,6399426427924154,1,1453333772598968,set_fix,185,95,13
153,0,6399426427924154,1,1453333772598968,set_fix,185,95,13
157,0,6399426427924154,1,1453333772598968,set_fix,185,95,13
160,0,6399426427924154,1,1453333772598968,set_fix,185,95,13
163,0,6399426427924154,1,1453333772598968,set_fix,185,95,13
166,0,6399426427924154,1,1453333772598968,set_fix,185,95,13
170,0,6399426427924154,1,1453333772598968,set_fix,185,95,13
173,0,6399426427924154,1,1453333772598968,set_fix,185,95,13
177,0,6399426427924154,1,1453333772598968,set_fix,185,95,13
180,0,6399426427924154,1,1453333772598968,set_fix,185,95,13
183,0,6399426427924154,1,1453333772598968,set_fix,185,95,13
187,0,6399426427924154,1,1453333772598968,set_fix,185,95,13
190,0,6399426427924154,1,1453333772598968,set_fix,185,95,13
193,0,6399426427924154,1,1453333772598968,set_fix,185,95,13
196,0,6399426427924154,1,1453333772598968,set_fix,185,95,13
199,0,6399426427924154,1,1453333772598968,set_fix,185,95,13
202,0,6399426427924154,1,1453333772598968,set_fix,185,95,13
205,0,6399426427924154,1,1453333772598968,set_fix,185,95,13
208,0,6399426427924154,1,1453333772598968,set_fix,185,95,13
211,0,6399426427924154,1,1453333772598968,set_fix,185,95,13
215,0,6399426427924154,1,1453333772598968,set_fix,185,95,13
218,0,6399426427924154,1,1453333772598968,set_fix,185,95,13
221,0,6399426427924154,1,1453333772598968,set_fix,185,95,13
224,0,6399426427924154,1,1453333772598968,set_fix,185,95,13
227,0,6399426427924154,1,1453333772598968,set_fix,185,95,13
230,0,6399426427924154,1,1453333772598968,set_fix,185,95,13
233,0,6399426427924154,1,1453333772598968,set_fix,185,95,13
236,0,6399426427924154,1,1453333772598968,set_fix,185,95,13
239,0,6399426427924154,1,1453333772598968,set_fix,185,95,13
243,0,6399426427924154,1,1453333772598968,set_fix,185,95,13
246,0,6399426427924154,1,1453333772598968,set_fix,185,95,13
249,0,6399426427924154,1,1453333772598968,set_fix,185,95,13
252,0,6399426427924154,1,1453333772598968,set_fix,185,95,13
255,0,6399426427924154,1,1453333772598968,set_fix,185,95,13
258,0,6399426427924154,1,1453333772598968,set_fix,185,95,13
261,0,6399426427924154,1,1453333772598968,set_fix,185,95,13
264,0,6399426427924154,1,1453333772598968,set_fix,185,95,13
267,0,6399426427924154,1,1453333772598968,set_fix,185,95,13
271,0,6399426427924154,1,1453333772598968,set_fix,185,95,13
274,0,6399426427924154,1,1453333772598968,set_fix,185,95,13
277,0,6399426427924154,1,1453333772598968,set_fix,185,95,13
280,0,6399426427924154,1,1453333772598968,set_fix,185,95,13
283,0,6399426427924154,1,1453333772598968,set_fix,185,95,13
287,0,6399426427924154,1,1453333772598968,set_fix,185,95,13
290,0,6399426427924154,1,1453333772598968,set_fix,185,95,13
293,0,6399426427924154,1,1453333772598968,set_fix,185,95,13
296,0,6399426427924154,1,1453333772598968,set_fix,185,95,13
300,0,6399426427924154,1,1453333772598968,set_fix,185,95,13
303,0,6399426427924154,1,1453333772598968,set_fix,185,95,13
306,0,6399426427924154,1,1453333772598968,set_fix,185,95,13
310,0,6399426427924154,1,1453333772598968,set_fix,185,95,13
313,0,6399426427924154,1,1453333772598968,set_fix,185,95,13
316,0,6399426427924154,1,1453333772598968,set_fix,185,95,13
320,0,6399426427924154,1,1453333772598968,set_fix,185,95,13
323,0,6399426427924154,1,1453333772598968,set_fix,185,95,13
326,0,6399426427924154,1,1453333772598968,set_fix,185,95,13
330,0,6399426427924154,1,1453333772598968,set_fix,185,95,13
333,0,6399426427924154,1,1453333772598968,set_fix,185,95,13
336,0,6399426427924154,1,1453333772598968,set_fix,185,95,13
340,0,6399426427924154,1,1453333772598968,set_fix,185,95,13
343,0,6399426427924154,1,1453333772598968,set_fix,185,95,13
348,0,6399426427924154,1,1453333772598968,set_fix,185,95,13
351,0,6399426427924154,1,1453333772598968,set_fix,185,95,13
354,0,6399426427924154,1,1453333772598968,set_fix,185,95,13
358,0,6399426427924154,1,1453333772598968,set_fix,185,95,13
362,0,6399426427924154,1,1453333772598968,set_fix,185,95,13
365,0,6399426427924154,1,1453333772598968,set_fix,185,95,13
368,0,6399426427924154,1,1453333772598968,set_fix,185,95,13
372,0,6399426427924154,1,1453333772598968,set_fix,185,95,13
375,0,6399426427924154,1,1453333772598968,set_fix,185,95,13
379,0,6399426427924154,1,1453333772598968,set_fix,185,95,13
382,0,6399426427924154,1,1453333772598968,set_fix,185,95,13
385,0,6399426427924154,1,1453333772598968,set_fix,185,95,13
389,0,6399426427924154,1,1453333772598968,set_fix,185,95,13
393,0,6399426427924154,1,1453333772598968,set_fix,185,95,13
397,0,6399426427924154,1,1453333772598968,set_fix,185,95,13
400,0,6399426427924154,1,1453333772598968,set_fix,185,95,13
403,0,6399426427924154,1,1453333772598968,set_fix,185,95,13
406,0,6399426427924154,1,1453333772598968,set_fix,185,95,13
410,0,6399426427924154,1,1453333772598968,set_fix,185,95,13
414,0,6399426427924154,1,1453333772598968,set_fix,185,95,13
417,0,6399426427924154,1,1453333772598968,set_fix,185,95,13
420,0,6399426427924154,1,1453333772598968,set_fix,185,95,13
424,0,6399426427924154,1,1453333772598968,set_fix,185,95,13
427,0,6399426427924154,1,1453333772598968,set_fix,185,95,13
431,0,6399426427924154,1,1453333772598968,set_fix,185,95,13
435,0,6399426427924154,1,1453333772598968,set_fix,185,95,13
439,0,6399426427924154,1,1453333772598968,set_fix,185,95,13
443,0,6399426427924154,1,1453333772598968,set_fix,185,95,13
447,0,6399426427924154,1,1453333772598968,set_fix,185,95,13
450,0,6399426427924154,1,1453333772598968,set_fix,185,95,13
454,0,6399426427924154,1,1453333772598968,set_fix,185,95,13
458,0,6399426427924154,1,1453333772598968,set_fix,185,95,13
461,0,6399426427924154,1,1453333772598968,set_fix,185,95,13
465,0,6399426427924154,1,1453333772598968,set_fix,185,95,13
468,0,6399426427924154,1,1453333772598968,set_fix,185,95,13
471,0,6399426427924154,1,1453333772598968,set_fix,185,95,13
474,0,6399426427924154,1,1453333772598968,set_fix,185,95,13
478,0,6399426427924154,1,1453333772598968,set_fix,185,95,13
481,0,6399426427924154,1,1453333772598968,set_fix,185,95,13
485,0,6399426427924154,1,1453333772598968,set_fix,185,95,13
489,0,6399426427924154,1,1453333772598968,set_fix,185,95,13
492,0,6399426427924154,1,1453333772598968,set_fix,185,95,13
496,0,6399426427924154,1,1453333772598968,set_fix,185,95,13
499,0,6399426427924154,1,1453333772598968,set_fix,185,95,13
503,0,6399426427924154,1,1453333772598968,set_fix,185,95,13
506,0,6399426427924154,1,1453333772598968,set_fix,185,95,13
510,0,6399426427924154,1,1453333772598968,set_fix,185,95,13
513,0,6399426427924154,1,1453333772598968,set_fix,185,95,13
516,0,6399426427924154,1,1453333772598968,set_fix,185,95,13
520,0,6399426427924154,1,1453333772598968,set_fix,185,95,13
523,0,6399426427924154,1,1453333772598968,set_fix,185,95,13
526,0,6399426427924154,1,1453333772598968,set_fix,185,95,13
530,0,6399426427924154,1,1453333772598968,set_fix,185,95,13
534,0,6399426427924154,1,1453333772598968,set_fix,185,95,13
537,0,6399426427924154,1,1453333772598968,set_fix,185,95,13
540,0,6399426427924154,1,1453333772598968,set_fix,185,95,13
544,0,6399426427924154,1,1453333772598968,set_fix,185,95,13
547,0,6399426427924154,1,1453333772598968,set_fix,185,95,13
551,0,6399426427924154,1,1453333772598968,set_fix,185,95,13
555,0,6399426427924154,1,1453333772598968,set_fix,185,95,13
559,0,6399426427924154,1,1453333772598968,set_fix,185,95,13
562,0,6399426427924154,1,1453333772598968,set_fix,185,95,13
566,0,6399426427924154,1,1453333772598968,set_fix,185,95,13
569,0,6399426427924154,1,1453333772598968,set_fix,185,95,13
572,0,6399426427924154,1,1453333772598968,set_fix,185,95,13
573,0,6399426427924154,1,1453333772598968,set_fix,185,95,13
4,0,6399426427924154,2,1765219598878096,set_fix,105,225,17
7,0,6399426427924154,2,1765219598878096,set_fix,105,225,17
9,0,6399426427924154,2,1765219598878096,set_fix,105,225,17
13,0,6399426427924154,2,1765219598878096,set_fix,105,225,17
16,0,6399426427924154,2,1765219598878096,set_fix,105,225,17
19,0,6399426427924154,2,1765219598878096,set_fix,105,225,17
23,0,6399426427924154,2,1765219598878096,set_fix,105,225,17
26,0,6399426427924154,2,1765219598878096,set_fix,105,225,17
29,0,6399426427924154,2,1765219598878096,set_fix,105,225,17
32,0,6399426427924154,2,1765219598878096,set_fix,105,225,17
35,0,6399426427924154,2,1765219598878096,set_fix,105,225,17
39,0,6399426427924154,2,1765219598878096,set_fix,105,225,17
42,0,6399426427924154,2,1765219598878096,set_fix,105,225,17
45,0,6399426427924154,2,1765219598878096,set_fix,105,225,17
49,0,6399426427924154,2,1765219598878096,set_fix,105,225,17
52,0,6399426427924154,2,1765219598878096,set_fix,105,225,17
55,0,6399426427924154,2,1765219598878096,set_fix,105,225,17
58,0,6399426427924154,2,1765219598878096,set_fix,105,225,17
61,0,6399426427924154,2,1765219598878096,set_fix,105,225,17
64,0,6399426427924154,2,1765219598878096,set_fix,105,225,17
67,0,6399426427924154,2,1765219598878096,set_fix,105,225,17
70,0,6399426427924154,2,1765219598878096,set_fix,105,225,17
73,0,6399426427924154,2,1765219598878096,set_fix,105,225,17
77,0,6399426427924154,2,1765219598878096,set_fix,105,225,17
80,0,6399426427924154,2,1765219598878096,set_fix,105,225,17
83,0,6399426427924154,2,1765219598878096,set_fix,105,225,17
87,0,6399426427924154,2,1765219598878096,set_fix,105,225,17
90,0,6399426427924154,2,1765219598878096,set_fix,105,225,17
93,0,6399426427924154,2,1765219598878096,set_fix,105,225,17
96,0,6399426427924154,2,1765219598878096,set_fix,105,225,17
99,0,6399426427924154,2,1765219598878096,set_fix,105,225,17
102,0,6399426427924154,2,1765219598878096,set_fix,105,225,17
105,0,6399426427924154,2,1765219598878096,set_fix,105,225,17
109,0,6399426427924154,2,1765219598878096,set_fix,105,225,17
112,0,6399426427924154,2,1765219598878096,set_fix,105,225,17
115,0,6399426427924154,2,1765219598878096,set_fix,105,225,17
119,0,6399426427924154,2,1765219598878096,set_fix,105,225,17
122,0,6399426427924154,2,1765219598878096,set_fix,105,225,17
126,0,6399426427924154,2,1765219598878096,set_fix,105,225,17
129,0,6399426427924154,2,1765219598878096,set_fix,105,225,17
132,0,6399426427924154,2,1765219598878096,set_fix,105,225,17
135,0,6399426427924154,2,1765219598878096,set_fix,105,225,17
138,0,6399426427924154,2,1765219598878096,set_fix,105,225,17
141,0,6399426427924154,2,1765219598878096,set_fix,105,225,17
144,0,6399426427924154,2,1765219598878096,set_fix,105,225,17
147,0,6399426427924154,2,1765219598878096,set_fix,105,225,17
150,0,6399426427924154,2,1765219598878096,set_fix,105,225,17
153,0,6399426427924154,2,1765219598878096,set_fix,105,225,17
157,0,6399426427924154,2,1765219598878096,set_fix,105,225,17
160,0,6399426427924154,2,1765219598878096,set_fix,105,225,17
163,0,6399426427924154,2,1765219598878096,set_fix,105,225,17
166,0,6399426427924154,2,1765219598878096,set_fix,105,225,17
170,0,6399426427924154,2,1765219598878096,set_fix,105,225,17
173,0,6399426427924154,2,1765219598878096,set_fix,105,225,17
177,0,6399426427924154,2,1765219598878096,set_fix,105,225,17
180,0,6399426427924154,2,1765219598878096,set_fix,105,225,17
183,0,6399426427924154,2,1765219598878096,set_fix,105,225,17
187,0,6399426427924154,2,1765219598878096,set_fix,105,225,17
190,0,6399426427924154,2,1765219598878096,set_fix,105,225,17
193,0,6399426427924154,2,1765219598878096,set_fix,105,225,17
196,0,6399426427924154,2,1765219598878096,set_fix,105,225,17
199,0,6399426427924154,2,1765219598878096,set_fix,105,225,17
202,0,6399426427924154,2,1765219598878096,set_fix,105,225,17
205,0,6399426427924154,2,1765219598878096,set_fix,105,225,17
208,0,6399426427924154,2,1765219598878096,set_fix,105,225,17
211,0,6399426427924154,2,1765219598878096,set_fix,105,225,17
215,0,6399426427924154,2,1765219598878096,set_fix,105,225,17
218,0,6399426427924154,2,1765219598878096,set_fix,105,225,17
221,0,6399426427924154,2,1765219598878096,set_fix,105,225,17
224,0,6399426427924154,2,1765219598878096,set_fix,105,225,17
227,0,6399426427924154,2,1765219598878096,set_fix,105,225,17
230,0,6399426427924154,2,1765219598878096,set_fix,105,225,17
233,0,6399426427924154,2,1765219598878096,set_fix,105,225,17
236,0,6399426427924154,2,1765219598878096,set_fix,105,225,17
239,0,6399426427924154,2,1765219598878096,set_fix,105,225,17
243,0,6399426427924154,2,1765219598878096,set_fix,105,225,17
246,0,6399426427924154,2,1765219598878096,set_fix,105,225,17
249,0,6399426427924154,2,1765219598878096,set_fix,105,225,17
252,0,6399426427924154,2,1765219598878096,set_fix,105,225,17
255,0,6399426427924154,2,1765219598878096,set_fix,105,225,17
258,0,6399426427924154,2,1765219598878096,set_fix,105,225,17
261,0,6399426427924154,2,1765219598878096,set_fix,105,225,17
264,0,6399426427924154,2,1765219598878096,set_fix,105,225,17
267,0,6399426427924154,2,1765219598878096,set_fix,105,225,17
271,0,6399426427924154,2,1765219598878096,set_fix,105,225,17
274,0,6399426427924154,2,1765219598878096,set_fix,105,225,17
277,0,6399426427924154,2,1765219598878096,set_fix,105,225,17
280,0,6399426427924154,2,1765219598878096,set_fix,105,225,17
283,0,6399426427924154,2,1765219598878096,set_fix,105,225,17
287,0,6399426427924154,2,1765219598878096,set_fix,105,225,17
290,0,6399426427924154,2,1765219598878096,set_fix,105,225,17
293,0,6399426427924154,2,1765219598878096,set_fix,105,225,17
296,0,6399426427924154,2,1765219598878096,set_fix,105,225,17
300,0,6399426427924154,2,1765219598878096,set_fix,105,225,17
303,0,6399426427924154,2,1765219598878096,set_fix,105,225,17
306,0,6399426427924154,2,1765219598878096,set_fix,105,225,17
310,0,6399426427924154,2,1765219598878096,set_fix,105,225,17
313,0,6399426427924154,2,1765219598878096,set_fix,105,225,17
316,0,6399426427924154,2,1765219598878096,set_fix,105,225,17
320,0,6399426427924154,2,1765219598878096,set_fix,105,225,17
323,0,6399426427924154,2,1765219598878096,set_fix,105,225,17
326,0,6399426427924154,2,1765219598878096,set_fix,105,225,17
330,0,6399426427924154,2,1765219598878096,set_fix,105,225,17
333,0,6399426427924154,2,1765219598878096,set_fix,105,225,17
336,0,6399426427924154,2,1765219598878096,set_fix,105,225,17
340,0,6399426427924154,2,1765219598878096,set_fix,105,225,17
343,0,6399426427924154,2,1765219598878096,set_fix,105,225,17
348,0,6399426427924154,2,1765219598878096,set_fix,105,225,17
351,0,6399426427924154,2,1765219598878096,set_fix,105,225,17
354,0,6399426427924154,2,1765219598878096,set_fix,105,225,17
358,0,6399426427924154,2,1765219598878096,set_fix,105,225,17
362,0,6399426427924154,2,1765219598878096,set_fix,105,225,17
365,0,6399426427924154,2,1765219598878096,set_fix,105,225,17
368,0,6399426427924154,2,1765219598878096,set_fix,105,225,17
372,0,6399426427924154,2,1765219598878096,set_fix,105,225,17
375,0,6399426427924154,2,1765219598878096,set_fix,105,225,17
379,0,6399426427924154,2,1765219598878096,set_fix,105,225,17
382,0,6399426427924154,2,1765219598878096,set_fix,105,225,17
385,0,6399426427924154,2,1765219598878096,set_fix,105,225,17
389,0,6399426427924154,2,1765219598878096,set_fix,105,225,17
393,0,6399426427924154,2,1765219598878096,set_fix,105,225,17
397,0,6399426427924154,2,1765219598878096,set_fix,105,225,17
400,0,6399426427924154,2,1765219598878096,set_fix,105,225,17
403,0,6399426427924154,2,1765219598878096,set_fix,105,225,17
406,0,6399426427924154,2,1765219598878096,set_fix,105,225,17
410,0,6399426427924154,2,1765219598878096,set_fix,105,225,17
414,0,6399426427924154,2,1765219598878096,set_fix,105,225,17
417,0,6399426427924154,2,1765219598878096,set_fix,105,225,17
420,0,6399426427924154,2,1765219598878096,set_fix,105,225,17
424,0,6399426427924154,2,1765219598878096,set_fix,105,225,17
427,0,6399426427924154,2,1765219598878096,set_fix,105,225,17
431,0,6399426427924154,2,1765219598878096,set_fix,105,225,17
435,0,6399426427924154,2,1765219598878096,set_fix,105,225,17
439,0,6399426427924154,2,1765219598878096,set_fix,105,225,17
443,0,6399426427924154,2,1765219598878096,set_fix,105,225,17
447,0,6399426427924154,2,1765219598878096,set_fix,105,225,17
450,0,6399426427924154,2,1765219598878096,set_fix,105,225,17
454,0,6399426427924154,2,1765219598878096,set_fix,105,225,17
458,0,6399426427924154,2,1765219598878096,set_fix,105,225,17
461,0,6399426427924154,2,1765219598878096,set_fix,105,225,17
465,0,6399426427924154,2,1765219598878096,set_fix,105,225,17
468,0,6399426427924154,2,1765219598878096,set_fix,105,225,17
471,0,6399426427924154,2,1765219598878096,set_fix,105,225,17
474,0,6399426427924154,2,1765219598878096,set_fix,105,225,17
478,0,6399426427924154,2,1765219598878096,set_fix,105,225,17
481,0,6399426427924154,2,1765219598878096,set_fix,105,225,17
485,0,6399426427924154,2,1765219598878096,set_fix,105,225,17
489,0,6399426427924154,2,1765219598878096,set_fix,105,225,17
492,0,6399426427924154,2,1765219598878096,set_fix,105,225,17
496,0,6399426427924154,2,1765219598878096,set_fix,105,225,17
499,0,6399426427924154,2,1765219598878096,set_fix,105,225,17
503,0,6399426427924154,2,1765219598878096,set_fix,105,225,17
506,0,6399426427924154,2,1765219598878096,set_fix,105,225,17
510,0,6399426427924154,2,1765219598878096,set_fix,105,225,17
