time_to_compare,time_stamp,agent_id,agent_signature,camera_id,camera_signature,camera_type,camera_x,camera_y,camera_vx,camera_vy,camera_ax,camera_ay,alpha,beta,field_depth,is_agent_active,is_camera_active
0,0.029332876205444336,1,3858849658836706,1,3858849658836706,0,9.7,5.4,0,0,0,0,3.141592653589793,1.0471975511965976,7.0,True,True
0.6777565479278564,0.6787533760070801,1,3858849658836706,1,3858849658836706,0,9.7,5.4,0,0,0,0,3.141592653589793,1.0471975511965976,7.0,True,True
0.8820013999938965,0.9528067111968994,1,3858849658836706,1,3858849658836706,0,9.7,5.4,0,0,0,0,3.141592653589793,1.0471975511965976,7.0,True,True
1.187807321548462,1.2396330833435059,1,3858849658836706,1,3858849658836706,0,9.7,5.4,0,0,0,0,3.141592653589793,1.0471975511965976,7.0,True,True
1.4910917282104492,1.586712121963501,1,3858849658836706,1,3858849658836706,0,9.7,5.4,0,0,0,0,3.141592653589793,1.0471975511965976,7.0,True,True
1.794903039932251,1.8666718006134033,1,3858849658836706,1,3858849658836706,0,9.7,5.4,0,0,0,0,3.141592653589793,1.0471975511965976,7.0,True,True
2.098055124282837,2.1180419921875,1,3858849658836706,1,3858849658836706,0,9.7,5.4,0,0,0,0,3.141592653589793,1.0471975511965976,7.0,True,True
2.402937650680542,2.4737892150878906,1,3858849658836706,1,3858849658836706,0,9.7,5.4,0,0,0,0,3.141592653589793,1.0471975511965976,7.0,True,True
2.7060558795928955,2.7898406982421875,1,3858849658836706,1,3858849658836706,0,9.7,5.4,0,0,0,0,3.141592653589793,1.0471975511965976,7.0,True,True
3.110931873321533,3.1258914470672607,1,3858849658836706,1,3858849658836706,0,9.7,5.4,0,0,0,0,3.141592653589793,1.0471975511965976,7.0,True,True
3.41345477104187,3.4643146991729736,1,3858849658836706,1,3858849658836706,0,9.7,5.4,0,0,0,0,3.141592653589793,1.0471975511965976,7.0,True,True
3.7205944061279297,3.807694435119629,1,3858849658836706,1,3858849658836706,0,9.7,5.4,0,0,0,0,3.141592653589793,1.0471975511965976,7.0,True,True
4.024327754974365,4.129613161087036,1,3858849658836706,1,3858849658836706,0,9.7,5.4,0,0,0,0,3.141592653589793,1.0471975511965976,7.0,True,True
4.434307336807251,4.475194931030273,1,3858849658836706,1,3858849658836706,0,9.7,5.4,0,0,0,0,3.141592653589793,1.0471975511965976,7.0,True,True
4.739476680755615,4.828277826309204,1,3858849658836706,1,3858849658836706,0,9.7,5.4,0,0,0,0,3.141592653589793,1.0471975511965976,7.0,True,True
5.147699594497681,5.166682481765747,1,3858849658836706,1,3858849658836706,0,9.7,5.4,0,0,0,0,3.141592653589793,1.0471975511965976,7.0,True,True
5.450674057006836,5.511531591415405,1,3858849658836706,1,3858849658836706,0,9.7,5.4,0,0,0,0,3.141592653589793,1.0471975511965976,7.0,True,True
5.856766939163208,5.8737218379974365,1,3858849658836706,1,3858849658836706,0,9.7,5.4,0,0,0,0,3.141592653589793,1.0471975511965976,7.0,True,True
6.161525249481201,6.200432300567627,1,3858849658836706,1,3858849658836706,0,9.7,5.4,0,0,0,0,3.141592653589793,1.0471975511965976,7.0,True,True
6.465181112289429,6.510084390640259,1,3858849658836706,1,3858849658836706,0,9.7,5.4,0,0,0,0,3.141592653589793,1.0471975511965976,7.0,True,True
6.877747058868408,6.894741058349609,1,3858849658836706,1,3858849658836706,0,9.7,5.4,0,0,0,0,3.141592653589793,1.0471975511965976,7.0,True,True
7.1830339431762695,7.238881587982178,1,3858849658836706,1,3858849658836706,0,9.7,5.4,0,0,0,0,3.141592653589793,1.0471975511965976,7.0,True,True
7.488531112670898,7.596259832382202,1,3858849658836706,1,3858849658836706,0,9.7,5.4,0,0,0,0,3.141592653589793,1.0471975511965976,7.0,True,True
7.903915643692017,7.926735162734985,1,3858849658836706,1,3858849658836706,0,9.7,5.4,0,0,0,0,3.141592653589793,1.0471975511965976,7.0,True,True
8.20783519744873,8.272136926651001,1,3858849658836706,1,3858849658836706,0,9.7,5.4,0,0,0,0,3.141592653589793,1.0471975511965976,7.0,True,True
8.516742706298828,8.624505996704102,1,3858849658836706,1,3858849658836706,0,9.7,5.4,0,0,0,0,3.141592653589793,1.0471975511965976,7.0,True,True
8.930713415145874,8.957643747329712,1,3858849658836706,1,3858849658836706,0,9.7,5.4,0,0,0,0,3.141592653589793,1.0471975511965976,7.0,True,True
9.235996723175049,9.300044298171997,1,3858849658836706,1,3858849658836706,0,9.7,5.4,0,0,0,0,3.141592653589793,1.0471975511965976,7.0,True,True
9.643321514129639,9.657281398773193,1,3858849658836706,1,3858849658836706,0,9.7,5.4,0,0,0,0,3.141592653589793,1.0471975511965976,7.0,True,True
9.94791579246521,9.976909160614014,1,3858849658836706,1,3858849658836706,0,9.7,5.4,0,0,0,0,3.141592653589793,1.0471975511965976,7.0,True,True
0.0,0.029332876205444336,0,4545259674759770,0,4545259674759770,0,0.3,5.4,0,0,0,0,0.0,1.3962634015954636,5.5,True,True
0.8820013999938965,0.9567947387695312,0,4545259674759770,0,4545259674759770,0,0.3,5.4,0,0,0,0,0.0,1.3962634015954636,5.5,True,True
1.5916926860809326,1.6206138134002686,0,4545259674759770,0,4545259674759770,0,0.3,5.4,0,0,0,0,0.0,1.3962634015954636,5.5,True,True
2.2008183002471924,2.2785720825195312,0,4545259674759770,0,4545259674759770,0,0.3,5.4,0,0,0,0,0.0,1.3962634015954636,5.5,True,True
2.9083304405212402,2.930135488510132,0,4545259674759770,0,4545259674759770,0,0.3,5.4,0,0,0,0,0.0,1.3962634015954636,5.5,True,True
3.618866205215454,3.647787094116211,0,4545259674759770,0,4545259674759770,0,0.3,5.4,0,0,0,0,0.0,1.3962634015954636,5.5,True,True
4.231562376022339,4.317294359207153,0,4545259674759770,0,4545259674759770,0,0.3,5.4,0,0,0,0,0.0,1.3962634015954636,5.5,True,True
4.942598819732666,5.001896381378174,0,4545259674759770,0,4545259674759770,0,0.3,5.4,0,0,0,0,0.0,1.3962634015954636,5.5,True,True
