time_to_compare,time_stamp,agent_id,agent_signature,target_id,target_signature,target_type,target_x,target_y,target_vx,target_vy,target_ax,target_ay,target_radius
1.0023598670959473,1.0023598670959473,-1,-1,0,3994022545204202,2.0,2.8,0.7,1.0,1.0,0,0,0.3
1.103994607925415,1.103994607925415,-1,-1,0,3994022545204202,2.0,2.9072967052459715,0.7,1.0,0,0.0,-1.0,0.3
1.2048099040985107,1.2048099040985107,-1,-1,0,3994022545204202,2.0,2.8056619644165037,0.8016347408294677,-1.0,1.0,-2.0,1.0,0.3
1.305525541305542,1.305525541305542,-1,-1,0,3994022545204202,2.0,2.704846668243408,0.9024500370025634,-1.0,1.0,0.0,0.0,0.3
1.407027244567871,1.407027244567871,-1,-1,0,3994022545204202,2.0,2.6041310310363768,1.0031656742095947,-1.0,1.0,0.0,0.0,0.3
1.5087451934814453,1.5087451934814453,-1,-1,0,3994022545204202,2.0,2.5026293277740477,1.1046673774719238,-1.0,1.0,0.0,0.0,0.3
1.6094779968261719,1.6094779968261719,-1,-1,0,3994022545204202,2.0,2.4009113788604735,1.206385326385498,-1.0,1.0,0.0,0.0,0.3
1.7107298374176025,1.7107298374176025,1,-1,0,3994022545204202,2.0,2.300178575515747,1.206385326385498,-1.0,0,0.0,-1.0,0.3
1.8116798400878906,1.8116798400878906,1,-1,0,3994022545204202,2.0,2.1989267349243162,1.206385326385498,-1.0,0,0.0,0,0.3
1.9133789539337158,1.9133789539337158,1,-1,0,3994022545204202,2.0,2.097976732254028,1.206385326385498,-1.0,0,0.0,0,0.3
2.015042781829834,2.015042781829834,1,-1,0,3994022545204202,2.0,1.996277618408203,1.206385326385498,-1.0,0,0.0,0,0.3
2.1153204441070557,2.1153204441070557,1,-1,0,3994022545204202,2.0,1.8954573154449461,1.206385326385498,-1.0,0,0.0,0,0.3
2.216254949569702,2.216254949569702,1,-1,0,3994022545204202,2.0,1.7951796531677244,1.206385326385498,-1.0,0,0.0,0,0.3
2.3172781467437744,2.3172781467437744,1,-1,0,3994022545204202,2.0,1.694245147705078,1.206385326385498,-1.0,0,0.0,0,0.3
2.4181463718414307,2.4181463718414307,1,-1,0,3994022545204202,2.0,1.5932219505310057,1.206385326385498,-1.0,0,0.0,0,0.3
2.51987624168396,2.51987624168396,1,-1,0,3994022545204202,2.0,1.4923537254333494,1.206385326385498,-1.0,0,0.0,0,0.3
2.621310234069824,2.621310234069824,1,-1,0,3994022545204202,2.0,1.3906238555908201,1.206385326385498,-1.0,0,0.0,0,0.3
2.722404718399048,2.722404718399048,1,-1,0,3994022545204202,2.0,1.2891898632049559,1.206385326385498,-1.0,0,0.0,0,0.3
