time_to_compare,time_stamp,agent_id,agent_signature,target_id,target_signature,target_type,target_x,target_y,target_vx,target_vy,target_ax,target_ay,target_radius,target_alpha
0.511254072189331,0.5102546215057373,1,1267526343804964,1,3738168055980785,0,7,6.5,0,0,0,0,0.45,0
0.9489383697509766,0.9848423004150391,1,1267526343804964,1,5562781661282766,0,7,6.5,0,0,0,0,0.45,0
1.2541205883026123,1.2551178932189941,1,1267526343804964,1,6340943857381500,0,7,6.5,0,0,0,0,0.45,0
1.5573115348815918,1.6181464195251465,1,1267526343804964,1,4368491059930459,0,7,6.5,0,0,0,0,0.45,0
1.8644890785217285,1.8754627704620361,1,1267526343804964,1,8074327896809004,0,7,6.5,0,0,0,0,0.45,0
2.0663905143737793,2.150191068649292,1,1267526343804964,1,8636906601514565,0,7,6.5,0,0,0,0,0.45,0
2.3720853328704834,2.3913047313690186,1,1267526343804964,1,9828880707819342,0,7,6.5,0,0,0,0,0.45,0
2.573777198791504,2.6615798473358154,1,1267526343804964,1,4193253553009996,0,7,6.5,0,0,0,0,0.45,0
2.878103494644165,2.9467875957489014,1,1267526343804964,1,9632164666943110,0,7,6.5,0,0,0,0,0.45,0
3.183182716369629,3.226470470428467,1,1267526343804964,1,7533362050072348,0,7,6.5,0,0,0,0,0.45,0
3.494028091430664,3.4950342178344727,1,1267526343804964,1,7571307216204812,0,7,6.5,0,0,0,0,0.45,0
3.697054624557495,3.7938308715820312,1,1267526343804964,1,7425126909407778,0,7,6.5,0,0,0,0,0.45,0
4.00249457359314,4.090259790420532,1,1267526343804964,1,585342869935663,0,7,6.5,0,0,0,0,0.45,0
4.313077211380005,4.3681418895721436,1,1267526343804964,1,5348050510319415,0,7,6.5,0,0,0,0,0.45,0
4.626843690872192,4.669729471206665,1,1267526343804964,1,7096586011969893,0,7,6.5,0,0,0,0,0.45,0
4.931034564971924,4.956960916519165,1,1267526343804964,1,4446735414556201,0,7,6.5,0,0,0,0,0.45,0
5.23621678352356,5.270122289657593,1,1267526343804964,1,2759111045680215,0,7,6.5,0,0,0,0,0.45,0
5.440558433532715,5.537337303161621,1,1267526343804964,1,4182788725911622,0,7,6.5,0,0,0,0,0.45,0
5.746474981307983,5.83137845993042,1,1267526343804964,1,707859629742208,0,7,6.5,0,0,0,0,0.45,0
6.0501720905303955,6.110015392303467,1,1267526343804964,1,8578235797400002,0,7,6.5,0,0,0,0,0.45,0
6.353891611099243,6.422841310501099,1,1267526343804964,1,2180025499457950,0,7,6.5,0,0,0,0,0.45,0
6.661684989929199,6.686708688735962,1,1267526343804964,1,5841886900274573,0,7,6.5,0,0,0,0,0.45,0
6.967543363571167,6.996596813201904,1,1267526343804964,1,9652121726659356,0,7,6.5,0,0,0,0,0.45,0
7.272716760635376,7.3256142139434814,1,1267526343804964,1,1513387383148168,0,7,6.5,0,0,0,0,0.45,0
7.57724928855896,7.586320161819458,1,1267526343804964,1,7983730551279095,0,7,6.5,0,0,0,0,0.45,0
7.786230087280273,7.884835720062256,1,1267526343804964,1,8842433844048761,0,7,6.5,0,0,0,0,0.45,0
8.092434883117676,8.145323514938354,1,1267526343804964,1,8129035963637541,0,7,6.5,0,0,0,0,0.45,0
8.395986080169678,8.4278883934021,1,1267526343804964,1,8132436388455948,0,7,6.5,0,0,0,0,0.45,0
8.701107740402222,8.726053476333618,1,1267526343804964,1,2165376521194040,0,7,6.5,0,0,0,0,0.45,0
8.903844833374023,8.985776901245117,1,1267526343804964,1,1896342574367428,0,7,6.5,0,0,0,0,0.45,0
9.213326692581177,9.248233318328857,1,1267526343804964,1,59930125710807,0,7,6.5,0,0,0,0,0.45,0
9.415827512741089,9.513582944869995,1,1267526343804964,1,7359533599537591,0,7,6.5,0,0,0,0,0.45,0
9.72200608253479,9.804797887802124,1,1267526343804964,1,4029247884718050,0,7,6.5,0,0,0,0,0.45,0
10.027191162109375,10.06708550453186,1,1267526343804964,1,9342765094960344,0,7,6.5,0,0,0,0,0.45,0
10.229832649230957,10.327615737915039,1,1267526343804964,1,4751073839377025,0,7,6.5,0,0,0,0,0.45,0
2.573777198791504,2.664534091949463,1,1267526343804964,2,1700745977373644,2,3.292428159623838,6.684076428631591,0.16776521230442532,-0.9581657509270016,-7.097755807346012e-06,-7.097755807346012e-06,0.25,0
2.878103494644165,2.950770616531372,1,1267526343804964,2,3708265942490809,2,3.0619447966207747,6.132481215325172,0.13159092546961113,-1.0922938547884522,5.634882393750227e-06,5.634882393750227e-06,0.25,0
3.183182716369629,3.2293241024017334,1,1267526343804964,2,7473049356441148,2,3.2574659054539095,5.746962290016464,0.049881650978403844,-1.0266527857391623,-1.6286096158910122e-05,-1.6286096158910122e-05,0.25,0
3.494028091430664,3.497021436691284,1,1267526343804964,2,3426662069870385,2,3.61853864321133,5.304024634645619,0.8729925778829103,-0.8467941625299509,-8.266918157561399e-07,-8.266918157561399e-07,0.25,0
3.697054624557495,3.7967894077301025,1,1267526343804964,2,705730899300469,2,4.0187023699272455,5.61525858954769,0.8855042501662158,-0.8471898178909977,2.1981185482855832e-05,2.1981185482855832e-05,0.25,0
4.00249457359314,4.093252897262573,1,1267526343804964,2,5294067403872673,2,4.320580158884041,5.303102388944776,0.9829614438546174,-0.9880549698896406,4.241341071414935e-06,4.241341071414935e-06,0.25,0
4.313077211380005,4.371145486831665,1,1267526343804964,2,4242474849461690,2,4.40528357716634,4.736431977719328,1.1515284767913245,-1.1144510901753728,-1.143756326804421e-06,-1.143756326804421e-06,0.25,0
4.626843690872192,4.671723365783691,1,1267526343804964,2,1181267703798172,3,4.580465321254065,4.840081822845059,0.031078387820551064,-0.9519839914590494,-0.9999757528917886,-0.9999757528917886,0.25,0
4.931034564971924,4.959952354431152,1,1267526343804964,2,9825806894601384,3,4.6840619918922615,4.368871461168599,0.007113911999058241,-1.0969251815638543,-0.9999927184310143,-0.9999927184310143,0.25,0
5.23621678352356,5.27312445640564,1,1267526343804964,2,7865692437724083,3,4.805724219096299,3.6218361956366305,-0.13218871376229657,-0.7324562991459,3.2642266942974247e-06,3.2642266942974247e-06,0.25,0
